X®y¼Ð,Y®y¼Ð,x»~®t,y»~®t
439.92,361.16,60.079999999999984,-61.160000000000025
440.56,361.93,59.44,-61.93000000000001
440.56,361.93,59.44,-61.93000000000001
438.63,359.63,61.370000000000005,-59.629999999999995
436.42,364.08,63.579999999999984,-64.07999999999998
435.78,363.31,64.22000000000003,-63.31
456.05,345.54,43.94999999999999,-45.54000000000002
446.05,354.58,53.94999999999999,-54.579999999999984
442.02,356.75,57.98000000000002,-56.75
443.33,358.26,56.670000000000016,-58.25999999999999
439.27,360.4,60.73000000000002,-60.39999999999998
439.92,361.16,60.079999999999984,-61.160000000000025
443.33,358.26,56.670000000000016,-58.25999999999999
440.56,361.93,59.44,-61.93000000000001
437.69,365.62,62.31,-65.62
439.27,360.4,60.73000000000002,-60.39999999999998
439.27,360.4,60.73000000000002,-60.39999999999998
446.71,355.33,53.29000000000002,-55.329999999999984
439.27,360.4,60.73000000000002,-60.39999999999998
439.27,360.4,60.73000000000002,-60.39999999999998
436.42,364.08,63.579999999999984,-64.07999999999998
443.33,358.26,56.670000000000016,-58.25999999999999
443.33,358.26,56.670000000000016,-58.25999999999999
443.98,359.02,56.01999999999998,-59.01999999999998
443.33,358.26,56.670000000000016,-58.25999999999999
431.06,364.58,68.94,-64.57999999999998
439.27,360.4,60.73000000000002,-60.39999999999998
439.92,361.16,60.079999999999984,-61.160000000000025
439.92,361.16,60.079999999999984,-61.160000000000025
443.98,359.02,56.01999999999998,-59.01999999999998
443.98,359.02,56.01999999999998,-59.01999999999998
439.92,361.16,60.079999999999984,-61.160000000000025
444.63,359.78,55.370000000000005,-59.77999999999997
435.14,362.54,64.86000000000001,-62.54000000000002
439.27,360.4,60.73000000000002,-60.39999999999998
442.67,357.5,57.329999999999984,-57.5
428.21,368.14,71.79000000000002,-68.13999999999999
432.95,366.91,67.05000000000001,-66.91000000000003
439.27,360.4,60.73000000000002,-60.39999999999998
439.92,361.16,60.079999999999984,-61.160000000000025
437.05,364.85,62.94999999999999,-64.85000000000002
442.02,356.75,57.98000000000002,-56.75
442.02,356.75,57.98000000000002,-56.75
428.21,368.14,71.79000000000002,-68.13999999999999
437.05,364.85,62.94999999999999,-64.85000000000002
445.28,360.54,54.72000000000003,-60.54000000000002
444.63,359.78,55.370000000000005,-59.77999999999997
